X	Y	Species	Type	Dbh	Height	vigorous	sawlog	YearsInfested	Growth	treeclass
67.5964	94.4275	Hybrid_Spruce	Adult	65.2979	24.1512	1	0	2	10.7	2
168.658	197.418	Paper_Birch	Adult	65.2808	28.1534	1	0	5	9.5	2
194.165	169.69	Western_Redcedar	Adult	65.2725	29.5101	0	0	4	10.4	4
19.7205	118.402	Paper_Birch	Adult	65.2399	28.1502	0	1	5	1.5	3
119.104	62.5793	Trembling_Aspen	Adult	65.2374	26.7438	0	0	1	11.2	4
199.982	155.444	Paper_Birch	Adult	65.1321	28.1418	0	0	2	8.2	4
129.364	27.5696	Lodgepole_Pine	Adult	65.1251	29.2531	0	0	2	2.6	4
43.4265	198.108	Paper_Birch	Adult	65.1242	28.1412	1	1	1	7.1	1
13.8733	50.293	Trembling_Aspen	Adult	65.0327	26.7215	0	1	5	4.8	3
17.5354	188.818	Trembling_Aspen	Adult	64.9969	26.7176	0	1	2	3.3	3
118.658	60.8093	Trembling_Aspen	Adult	64.9731	26.715	0	0	1	0.3	4
174.701	52.1912	Western_Redcedar	Adult	64.8907	29.4983	0	1	5	14.9	3
172.424	67.2119	Subalpine_Fir	Adult	64.8248	27.1001	0	1	0	1.3	3
102.179	175.494	Lodgepole_Pine	Adult	64.5978	29.2307	1	0	0	2.4	2
10.4736	21.0083	Subalpine_Fir	Adult	64.3872	27.0549	0	1	0	0.1	3
167.511	118.958	Subalpine_Fir	Adult	64.2972	27.0455	0	1	0	10.1	3
124.408	23.3887	Western_Redcedar	Adult	64.2627	29.4782	0	0	4	10.3	4
35.8826	173.944	Hybrid_Spruce	Adult	64.238	23.9984	1	1	4	1.2	1
0.744629	126.239	Amabilis_Fir	Adult	64.1409	29.4963	0	0	0	8.2	4
107.605	138.708	Trembling_Aspen	Adult	64.0689	26.6144	0	1	1	11.6	3
107.495	42.4377	Paper_Birch	Adult	64.0396	28.0546	0	1	2	8	3
53.9246	105.048	Paper_Birch	Adult	63.9975	28.0511	1	1	4	4.7	1
106.281	156.714	Subalpine_Fir	Adult	63.9706	27.0112	0	1	0	3.2	3
157.532	192.352	Hybrid_Spruce	Adult	63.9352	23.954	1	0	2	5.7	2
41.0278	128.68	Hybrid_Spruce	Adult	63.8409	23.9401	1	1	2	0.1	1
30.9814	170.563	Western_Redcedar	Adult	63.8019	29.463	0	1	2	7.2	3
122.308	159.454	Subalpine_Fir	Adult	63.7747	26.9905	0	0	0	4.1	4
57.6721	156.47	Lodgepole_Pine	Adult	63.7732	29.1944	1	1	0	8.6	1
53.772	131.628	Western_Redcedar	Adult	63.7579	29.4616	1	1	2	8.5	1
167.023	164.008	Lodgepole_Pine	Adult	63.7231	29.1921	1	0	3	0.8	2
97.6257	48.3459	Western_Hemlock	Adult	63.7216	29.4828	0	1	2	4.9	3
97.7234	184.308	Subalpine_Fir	Adult	63.699	26.9824	0	1	0	1.8	3
160.852	67.6025	Hybrid_Spruce	Adult	63.6978	23.919	1	1	5	1.5	1
3.48511	188.428	Trembling_Aspen	Adult	63.6935	26.5718	0	1	2	13.6	3
185.944	168.738	Western_Hemlock	Adult	63.5855	29.4783	0	1	2	3.8	3
133.795	17.8833	Subalpine_Fir	Adult	63.5184	26.9631	0	0	3	10.3	4
13.3606	77.1606	Paper_Birch	Adult	63.4766	28.008	1	0	4	3.4	2
104.541	128.662	Black_Cottonwood	Adult	63.3987	28.3476	0	1	1	7.2	3
163.116	129.626	Lodgepole_Pine	Adult	63.2928	29.1724	1	1	5	0.5	1
165.137	80.3711	Paper_Birch	Adult	63.1146	27.9775	1	0	5	7.2	2
70.2759	21.759	Western_Redcedar	Adult	63.111	29.4394	1	0	0	8.9	2
89.0808	50.47	Western_Hemlock	Adult	63.0469	29.4603	0	1	2	9.4	3
123.816	147.052	Black_Cottonwood	Adult	62.9898	28.3169	0	1	3	4.8	3
10.0098	0.476074	Paper_Birch	Adult	62.9767	27.9657	1	1	1	1.9	1
168.439	151.617	Trembling_Aspen	Adult	62.8882	26.4785	1	1	4	11.9	1
51.9287	131.873	Hybrid_Spruce	Adult	62.8839	23.7973	1	1	5	5.5	1
12.2986	141.968	Lodgepole_Pine	Adult	62.8226	29.1503	0	1	1	11.4	3
135.498	123.511	Trembling_Aspen	Adult	62.8033	26.4685	0	0	4	5.5	4
84.7595	163.855	Subalpine_Fir	Adult	62.7328	26.8776	0	0	0	10.4	4
115.765	158.661	Trembling_Aspen	Adult	62.5845	26.4427	0	1	1	5.3	3
55.2368	113.629	Black_Cottonwood	Adult	62.5677	28.2847	1	1	1	4.2	1
97.7234	23.4253	Subalpine_Fir	Adult	62.5418	26.8565	0	1	0	9.3	3
86.9934	79.6387	Western_Hemlock	Adult	62.5281	29.4424	1	0	5	0.3	2
22.998	47.113	Trembling_Aspen	Adult	62.475	26.4297	1	1	2	6.9	1
167.078	167.23	Amabilis_Fir	Adult	62.4435	29.4394	1	1	0	11.6	1
138.812	30.7678	Western_Redcedar	Adult	62.439	29.4154	0	1	4	21.5	3
44.9951	39.4775	Subalpine_Fir	Adult	62.4289	26.8439	0	1	0	9.9	3
34.1492	101.831	Lodgepole_Pine	Adult	62.3999	29.13	0	1	1	10.7	3
84.1553	167.932	Amabilis_Fir	Adult	62.3218	29.4351	0	1	0	11	3
166.614	46.875	Subalpine_Fir	Adult	62.1439	26.812	0	0	0	0.4	4
85.1135	74.1882	Western_Redcedar	Adult	61.9946	29.399	1	0	5	5.2	2
174.298	121.887	Paper_Birch	Adult	61.9659	27.8775	0	1	5	4	3
47.1863	38.6719	Paper_Birch	Adult	61.9406	27.8753	1	1	5	3.6	1
55.835	126.947	Amabilis_Fir	Adult	61.9293	29.421	0	1	0	8	3
136.017	164.508	Hybrid_Spruce	Adult	61.9275	23.6513	0	0	4	10.6	4
176.16	147.064	Western_Redcedar	Adult	61.8173	29.3923	0	1	4	0	3
173.944	4.42505	Paper_Birch	Adult	61.8021	27.8629	0	1	2	3.1	3
26.9531	155.902	Paper_Birch	Adult	61.7078	27.8544	1	1	5	8	1
131.5	158.453	Black_Cottonwood	Adult	61.6782	28.2146	0	0	1	2	4
24.4568	150.647	Amabilis_Fir	Adult	61.6232	29.4097	0	1	0	9	3
20.0806	81.2073	Subalpine_Fir	Adult	61.5433	26.7436	0	1	0	0.8	3
51.947	62.3535	Western_Hemlock	Adult	61.5414	29.4066	1	1	0	5.7	1
30.4688	124.86	Paper_Birch	Adult	61.4648	27.8324	1	1	5	2.2	1
67.9443	122.455	Black_Cottonwood	Adult	61.4359	28.195	1	0	5	0.7	2
99.6216	13.5559	Western_Hemlock	Adult	61.4172	29.402	0	1	2	11.5	3
21.0205	93.5608	Subalpine_Fir	Adult	61.3165	26.7174	0	0	0	4.9	4
106.72	161.517	Trembling_Aspen	Adult	61.196	26.2742	0	1	3	2.2	3
39.2761	141.229	Western_Hemlock	Adult	61.1823	29.3931	1	0	5	7.9	2
48.1873	91.0522	Lodgepole_Pine	Adult	61.1679	29.0678	1	1	0	8	1
10.9436	41.5161	Amabilis_Fir	Adult	61.0507	29.388	0	0	0	1.9	4
69.2688	27.8687	Paper_Birch	Adult	61.0422	27.7936	1	0	5	4.9	2
134.32	9.79614	Black_Cottonwood	Adult	60.9674	28.1566	0	0	2	6.2	4
74.9634	93.0603	Western_Hemlock	Adult	60.8459	29.3801	0	0	1	5.4	4
67.6147	70.4224	Black_Cottonwood	Adult	60.7648	28.1397	1	0	5	1.4	2
30.8899	158.6	Lodgepole_Pine	Adult	60.6219	29.0389	0	0	4	4.9	4
97.2717	107.532	Trembling_Aspen	Adult	60.6042	26.2	0	1	0	3.1	3
167.963	39.3738	Amabilis_Fir	Adult	60.3833	29.3617	0	0	0	11.5	4
19.6045	38.8428	Paper_Birch	Adult	60.3818	27.7315	0	0	2	0.9	4
163.885	194.122	Western_Hemlock	Adult	60.2737	29.3573	1	1	2	1.5	1
89.1541	186.389	Subalpine_Fir	Adult	60.2203	26.5878	0	0	3	5.3	4
33.3496	99.0295	Hybrid_Spruce	Adult	60.2078	23.38	1	0	5	4.1	2
84.3933	88.1226	Black_Cottonwood	Adult	60.0977	28.083	1	0	4	2.5	2
4.47388	189.648	Amabilis_Fir	Adult	59.92	29.3428	0	1	0	2.7	3
34.3628	194.751	Hybrid_Spruce	Adult	59.9167	23.3329	1	1	2	6.5	1
114.478	158.722	Subalpine_Fir	Adult	59.8831	26.5469	0	1	0	2	3
119.775	139.795	Trembling_Aspen	Adult	59.8383	26.1017	1	0	4	1.9	2
186.261	138.251	Lodgepole_Pine	Adult	59.8105	28.9942	0	1	3	10.3	3
39.0076	169.196	Subalpine_Fir	Adult	59.7781	26.534	0	1	0	12	3
3.96118	153.894	Western_Redcedar	Adult	59.7031	29.3067	0	1	5	8.6	3
78.8635	162.329	Western_Hemlock	Adult	59.6997	29.3336	1	0	0	8.8	2
5.3772	173.944	Black_Cottonwood	Adult	59.5526	28.0354	1	0	2	0.9	2
63.7024	168.445	Amabilis_Fir	Adult	59.5383	29.3268	0	0	0	9.4	4
122.247	4.82178	Paper_Birch	Adult	59.527	27.6486	0	0	2	2.3	4
146.021	33.9355	Black_Cottonwood	Adult	59.4388	28.0253	1	0	5	4.9	2
33.5327	196.79	Trembling_Aspen	Adult	59.407	26.0452	0	0	2	2.1	4
152.338	65.1672	Black_Cottonwood	Adult	59.3811	28.0202	1	1	0	0.9	1
136.157	80.6274	Western_Hemlock	Adult	59.1907	29.3119	0	1	3	0.2	3
90.5518	58.6426	Western_Hemlock	Adult	59.1797	29.3114	1	1	1	6.6	1
169.788	113.586	Paper_Birch	Adult	59.0573	27.6017	1	0	2	10.2	2
170.801	153.412	Hybrid_Spruce	Adult	59.025	23.1867	1	1	1	10.6	1
85.4614	185.303	Western_Hemlock	Adult	58.9871	29.303	1	0	3	4.8	2
128.552	38.5864	Hybrid_Spruce	Adult	58.9499	23.1742	0	0	2	4.6	4
105.005	0.415039	Western_Redcedar	Adult	58.8989	29.2711	0	1	4	23.1	3
145.74	72.1069	Black_Cottonwood	Adult	58.8098	27.9686	1	1	3	7	1
177.942	79.1016	Western_Redcedar	Adult	58.6774	29.261	0	0	1	2.4	4
58.2031	179.614	Lodgepole_Pine	Adult	58.6664	28.9277	1	1	1	10.2	1
166.919	13.9343	Paper_Birch	Adult	58.4793	27.5428	1	1	4	1.3	1
60.4797	160.797	Western_Hemlock	Adult	58.4607	29.2795	1	1	5	12	1
79.0039	171.674	Lodgepole_Pine	Adult	58.4454	28.9143	1	0	4	8.7	2
134.802	41.7236	Western_Redcedar	Adult	58.4354	29.2497	1	1	1	22.6	1
191.681	149.353	Amabilis_Fir	Adult	58.3801	29.2759	1	0	0	2.7	2
67.9504	186.249	Paper_Birch	Adult	58.2043	27.5143	1	0	1	7.1	2
52.8687	18.2678	Black_Cottonwood	Adult	58.0887	27.9016	1	1	2	2.4	1
26.8005	78.6072	Black_Cottonwood	Adult	58.0719	27.9	0	1	4	5	3
26.2939	84.5276	Amabilis_Fir	Adult	58.0508	29.2607	0	0	0	8.7	4
36.5784	103.125	Hybrid_Spruce	Adult	58.0145	23.0171	1	1	5	2.7	1
86.322	11.4441	Paper_Birch	Adult	57.9987	27.4927	1	0	2	4.4	2
71.8811	117.328	Black_Cottonwood	Adult	57.8305	27.8771	1	0	0	5.3	2
140.668	136.847	Paper_Birch	Adult	57.818	27.4736	0	0	1	5.1	4
160.223	114.789	Subalpine_Fir	Adult	57.8174	26.2854	0	1	0	7	3
89.5264	65.1001	Trembling_Aspen	Adult	57.7863	25.8257	1	0	4	4	2
142.871	31.7261	Black_Cottonwood	Adult	57.7597	27.8703	0	0	5	1.4	4
94.5679	43.811	Hybrid_Spruce	Adult	57.7402	22.9703	0	1	1	9.8	3
99.4263	46.8872	Western_Redcedar	Adult	57.7182	29.2154	1	0	2	20.4	2
151.477	111.267	Lodgepole_Pine	Adult	57.7094	28.8686	1	1	2	5.8	1
101.471	25.2258	Western_Hemlock	Adult	57.4838	29.2338	0	1	5	6.7	3
99.7314	21.3623	Black_Cottonwood	Adult	57.3572	27.8314	0	1	1	11.5	3
93.3777	34.7412	Black_Cottonwood	Adult	57.3093	27.8267	0	1	4	0.5	3
195.209	70.3125	Paper_Birch	Adult	57.2473	27.4123	0	0	5	3.3	4
192.493	177.795	Black_Cottonwood	Adult	57.1655	27.8126	0	0	1	1.2	4
174.097	111.536	Paper_Birch	Adult	57.1103	27.3974	0	1	0	11.9	3
189.679	53.5522	Trembling_Aspen	Adult	57.0847	25.7269	0	0	3	10.9	4
149.902	158.234	Lodgepole_Pine	Adult	57.074	28.8277	1	0	3	0.5	2
147.797	173.785	Lodgepole_Pine	Adult	56.9458	28.8192	1	1	2	10.1	1
45.9412	151.935	Western_Hemlock	Adult	56.9217	29.2062	1	1	3	5.3	1
129.846	120.319	Lodgepole_Pine	Adult	56.9186	28.8174	0	0	1	4.5	4
16.5405	90.6494	Lodgepole_Pine	Adult	56.8857	28.8152	0	0	3	14.1	4
153.674	165.802	Lodgepole_Pine	Adult	56.8472	28.8127	1	0	1	10	2
87.7808	189.441	Amabilis_Fir	Adult	56.8195	29.2011	0	0	0	4.1	4
153.381	46.9849	Trembling_Aspen	Adult	56.7966	25.6857	1	1	3	3	1
116.058	83.8013	Amabilis_Fir	Adult	56.6986	29.195	0	1	0	8.6	3
146.741	160.51	Amabilis_Fir	Adult	56.68	29.194	1	1	0	10.4	1
124.805	149.908	Western_Redcedar	Adult	56.6379	29.1608	0	0	2	14.5	4
166.235	62.6831	Subalpine_Fir	Adult	56.6229	26.1253	0	0	5	0.6	4
70.343	75.3845	Trembling_Aspen	Adult	56.546	25.6495	1	0	0	12	2
112.994	69.043	Trembling_Aspen	Adult	56.5231	25.6462	0	0	2	9	4
91.449	6.62231	Paper_Birch	Adult	56.5002	27.3298	1	1	1	11.2	1
104.352	93.1213	Lodgepole_Pine	Adult	56.4578	28.7865	0	1	5	6.4	3
19.3359	27.6611	Hybrid_Spruce	Adult	56.33	22.7249	1	0	4	11.2	2
56.8909	153.015	Hybrid_Spruce	Adult	56.2457	22.71	1	1	2	11.1	1
101.062	159.46	Amabilis_Fir	Adult	56.1948	29.169	0	0	0	8.1	4
103.735	49.6948	Trembling_Aspen	Adult	56.1749	25.5954	0	1	2	4.3	3
172.284	196.6	Western_Redcedar	Adult	55.9174	29.1222	0	0	3	14.3	4
60.3821	143.17	Amabilis_Fir	Adult	55.8887	29.1528	0	1	0	5.1	3
193.744	79.6204	Subalpine_Fir	Adult	55.8405	26.0166	0	0	0	0.7	4
196.606	99.8108	Western_Redcedar	Adult	55.8298	29.1174	0	1	4	2.9	3
181.342	42.0959	Hybrid_Spruce	Adult	55.6598	22.6053	0	1	4	4.3	3
80.8716	47.1497	Subalpine_Fir	Adult	55.6409	25.9885	0	0	0	10.6	4
157.068	167.993	Trembling_Aspen	Adult	55.6335	25.5152	1	0	4	7.1	2
35.5408	108.008	Hybrid_Spruce	Adult	55.5896	22.5926	1	1	5	1.8	1
126.819	133.917	Subalpine_Fir	Adult	55.5777	25.9795	0	0	0	10.3	4
151.941	73.4802	Amabilis_Fir	Adult	55.4453	29.1288	0	0	0	11.4	4
114.056	73.7549	Lodgepole_Pine	Adult	55.3677	28.7101	0	1	4	8.6	3
149.902	23.1445	Western_Redcedar	Adult	55.3406	29.0901	1	1	2	21.8	1
31.2378	185.699	Black_Cottonwood	Adult	55.3168	27.6229	1	1	3	12	1
59.9121	43.5486	Lodgepole_Pine	Adult	55.2185	28.6993	1	1	0	8.5	1
62.323	78.0151	Amabilis_Fir	Adult	55.1169	29.1106	0	0	0	4.7	4
126.721	27.9663	Paper_Birch	Adult	55.1169	27.1701	0	0	1	6.6	4
139.978	34.3323	Lodgepole_Pine	Adult	55.0888	28.6898	0	0	0	6.2	4
79.6753	55.2795	Lodgepole_Pine	Adult	55.0473	28.6868	1	0	1	3.9	2
36.7615	81.1768	Trembling_Aspen	Adult	55.0162	25.4219	1	1	2	7.9	1
84.9426	167.639	Subalpine_Fir	Adult	54.9777	25.8934	0	0	0	4.3	4
8.1665	28.2959	Western_Redcedar	Adult	54.8712	29.0631	0	1	4	8.7	3
138.806	145.758	Black_Cottonwood	Adult	54.8535	27.5728	0	1	0	3.4	3
1.97754	56.6833	Western_Hemlock	Adult	54.7855	29.0918	1	1	2	3.7	1
116.492	99.6582	Paper_Birch	Adult	54.7275	27.1234	1	0	1	4.1	2
144.971	132.629	Trembling_Aspen	Adult	54.6268	25.3621	0	1	5	8.5	3
16.4246	177.063	Paper_Birch	Adult	54.6234	27.1108	0	0	5	11.7	4
117.383	74.0356	Lodgepole_Pine	Adult	54.4992	28.6458	0	0	5	0.7	4
33.9539	17.0532	Black_Cottonwood	Adult	54.491	27.5329	0	1	2	1.8	3
165.527	38.2446	Amabilis_Fir	Adult	54.4476	29.0723	0	0	0	0.1	4
172.131	37.9883	Subalpine_Fir	Adult	54.4449	25.8153	0	0	0	7.1	4
44.7876	6.65283	Amabilis_Fir	Adult	54.4189	29.0706	0	1	0	1.6	3
70.6421	82.4768	Western_Hemlock	Adult	54.3875	29.0688	1	0	1	2.6	2
192.285	177.661	Hybrid_Spruce	Adult	54.3536	22.3665	0	0	5	3.9	4
120.184	138.959	Hybrid_Spruce	Adult	54.3503	22.3659	0	0	1	8.6	4
64.032	191.76	Lodgepole_Pine	Adult	54.3472	28.6342	1	0	5	4.3	2
137.793	139.166	Subalpine_Fir	Adult	54.2325	25.7838	0	1	0	8.7	3
51.2451	191.772	Amabilis_Fir	Adult	54.1776	29.0564	0	1	0	2.3	3
107.581	115.912	Hybrid_Spruce	Adult	54.104	22.32	0	1	4	2.8	3
106.873	26.1108	Western_Hemlock	Adult	54.0695	29.0499	0	1	2	0.3	3
16.0217	181.976	Amabilis_Fir	Adult	54.0039	29.046	0	1	0	1.3	3
13.9648	90.4175	Paper_Birch	Adult	53.9594	27.0291	0	1	1	14.5	3
38.7085	109.65	Hybrid_Spruce	Adult	53.9532	22.2917	1	1	5	3	1
20.1904	194.47	Western_Hemlock	Adult	53.8431	29.0363	0	0	3	14.4	4
94.8364	156.635	Paper_Birch	Adult	53.7976	27.0089	0	0	0	4.4	4
21.1731	163.885	Western_Redcedar	Adult	53.7296	28.994	1	0	3	9.4	2
124.365	169.507	Amabilis_Fir	Adult	53.718	29.0287	0	1	0	3.1	3
15.2405	55.8533	Subalpine_Fir	Adult	53.7085	25.705	0	0	0	10.1	4
163.263	96.637	Trembling_Aspen	Adult	53.6926	25.2154	1	0	4	11	2
30.6702	74.1028	Lodgepole_Pine	Adult	53.6279	28.5781	0	0	2	2.9	4
7.85522	15.8752	Trembling_Aspen	Adult	53.6151	25.203	1	1	1	1.3	1
169.067	93.3716	Trembling_Aspen	Adult	53.6044	25.2013	1	0	4	3	2
183.734	86.7798	Paper_Birch	Adult	53.5681	26.9799	0	1	4	11.1	3
176.636	14.502	Hybrid_Spruce	Adult	53.5507	22.2159	0	0	1	10.3	4
69.043	4.73022	Western_Hemlock	Adult	53.4637	29.013	1	0	1	8.5	2
69.7815	193.97	Black_Cottonwood	Adult	53.4381	27.4132	1	0	3	5.4	2
30.2979	178.51	Subalpine_Fir	Adult	53.3728	25.6537	0	1	0	0.7	3
86.6577	181.042	Hybrid_Spruce	Adult	53.0917	22.1285	1	0	0	3	2
149.048	16.4062	Subalpine_Fir	Adult	53.0884	25.6098	0	1	0	11.3	3
187.305	1.47095	Trembling_Aspen	Adult	53.0481	25.1115	0	1	3	5.6	3
138.403	71.0632	Amabilis_Fir	Adult	53.0249	28.9853	0	1	0	7.1	3
27.2583	175.806	Subalpine_Fir	Adult	52.9846	25.5937	0	1	0	3.1	3
191.797	61.3586	Hybrid_Spruce	Adult	52.981	22.1072	0	1	5	6.2	3
29.4006	159.54	Subalpine_Fir	Adult	52.9327	25.5856	0	1	0	1	3
38.1836	126.416	Trembling_Aspen	Adult	52.8085	25.0723	1	1	1	4.4	1
191.241	78.6011	Amabilis_Fir	Adult	52.8055	28.9712	0	0	0	9.8	4
145.435	139.465	Trembling_Aspen	Adult	52.8021	25.0713	1	0	1	6.1	2
11.5845	143.164	Hybrid_Spruce	Adult	52.6022	22.0341	0	1	0	13.3	3
73.3887	91.3879	Trembling_Aspen	Adult	52.5479	25.0293	1	0	4	7.6	2
83.0627	75.7141	Subalpine_Fir	Adult	52.5345	25.5231	0	0	0	3.8	4
143.164	196.24	Western_Hemlock	Adult	52.4643	28.9488	0	1	5	10.8	3
102.051	109.497	Paper_Birch	Adult	52.4631	26.8364	1	0	1	10.5	2
103.9	132.855	Paper_Birch	Adult	52.3502	26.8214	0	1	0	7.5	3
13.7268	27.3499	Hybrid_Spruce	Adult	52.3059	21.9765	1	0	0	2.1	2
21.1365	139.081	Western_Hemlock	Adult	52.1997	28.9312	1	0	1	1.4	2
187.262	125.415	Subalpine_Fir	Adult	52.0773	25.4502	0	0	0	10.8	4
164.343	142.999	Western_Redcedar	Adult	52.0206	28.8809	1	0	3	0.9	2
116.351	5.57861	Lodgepole_Pine	Adult	52.0169	28.4439	0	0	0	9.7	4
2.47803	178.595	Western_Redcedar	Adult	51.9742	28.8776	1	0	3	9.7	2
120.129	189.117	Western_Hemlock	Adult	51.9055	28.9112	0	0	0	2.6	4
174.408	168.988	Western_Redcedar	Adult	51.7786	28.8639	0	0	4	12.2	4
161.804	163.324	Subalpine_Fir	Adult	51.702	25.3894	0	1	0	8.3	3
9.5459	114.655	Western_Redcedar	Adult	51.6443	28.8543	0	0	3	6.3	4
197.29	105.829	Western_Hemlock	Adult	51.5683	28.8878	0	0	0	0.7	4
81.4087	135.193	Paper_Birch	Adult	51.5662	26.715	0	1	3	6	3
151.129	131.903	Western_Redcedar	Adult	51.4929	28.8435	1	1	5	21.9	1
35.321	140.399	Lodgepole_Pine	Adult	51.4484	28.3935	0	1	5	10.8	3
161.926	5.58472	Amabilis_Fir	Adult	51.4377	28.8786	0	0	0	0.5	4
149.463	151.44	Amabilis_Fir	Adult	51.4249	28.8777	1	1	0	4.6	1
69.6045	173.669	Western_Hemlock	Adult	51.3788	28.8744	1	0	4	8.3	2
50.7507	40.0879	Subalpine_Fir	Adult	51.3217	25.3271	0	1	0	9.9	3
190.161	142.224	Western_Redcedar	Adult	51.2299	28.8243	0	1	1	1.7	3
8.38013	193.188	Trembling_Aspen	Adult	51.1322	24.7891	1	1	0	0.4	1
62.2925	19.6533	Hybrid_Spruce	Adult	51.1264	21.7429	1	0	4	11.8	2
152.051	23.7366	Subalpine_Fir	Adult	51.0214	25.2772	0	1	0	4.8	3
7.2937	82.8491	Western_Redcedar	Adult	51.0059	28.8078	1	0	2	5.1	2
177.277	155.872	Black_Cottonwood	Adult	51.0059	27.1139	0	1	1	1.4	3
152.704	20.4834	Western_Redcedar	Adult	50.9662	28.8049	1	0	0	10.9	2
164.618	6.66504	Trembling_Aspen	Adult	50.9534	24.758	1	1	3	5.3	1
72.1252	38.3667	Black_Cottonwood	Adult	50.9372	27.105	1	0	0	7.9	2
133.582	170.325	Western_Redcedar	Adult	50.9219	28.8016	0	0	5	22.5	4
18.2556	32.5623	Western_Hemlock	Adult	50.9213	28.8415	1	0	4	2	2
31.0974	74.9023	Paper_Birch	Adult	50.864	26.6166	0	1	1	4.5	3
6.88477	100.94	Western_Hemlock	Adult	50.7898	28.8319	1	0	4	4.2	2
103.07	197.333	Western_Hemlock	Adult	50.7736	28.8307	0	1	3	8.2	3
8.42285	22.8088	Black_Cottonwood	Adult	50.7578	27.0815	0	1	0	4.8	3
6.90308	164.758	Black_Cottonwood	Adult	50.6992	27.0738	1	1	1	13.6	1
111.066	157.922	Black_Cottonwood	Adult	50.6357	27.0655	0	1	5	1.5	3
107.703	69.2688	Lodgepole_Pine	Adult	50.4846	28.3044	0	1	3	11.9	3
166.553	193.732	Paper_Birch	Adult	50.2228	26.5243	1	0	0	0.4	2
54.5044	85.0464	Hybrid_Spruce	Adult	50.1688	21.5482	1	1	2	0.9	1
118.536	175.97	Black_Cottonwood	Adult	49.8904	26.9654	0	0	1	0	4
65.3259	42.749	Black_Cottonwood	Adult	49.8642	26.9618	1	0	1	3.4	2
59.6069	123.224	Amabilis_Fir	Adult	49.8639	28.7617	0	1	0	7.5	3
76.8066	51.9287	Trembling_Aspen	Adult	49.8593	24.5633	1	0	1	4.2	2
87.8052	118.939	Western_Redcedar	Adult	49.8526	28.719	1	0	3	10.8	2
8.11157	194.94	Black_Cottonwood	Adult	49.8187	26.9556	1	0	0	14.2	2
119.47	151.465	Western_Hemlock	Adult	49.7733	28.7546	0	0	5	1.8	4
128.925	143.256	Western_Hemlock	Adult	49.7015	28.749	1	0	4	7.1	2
87.6953	81.134	Lodgepole_Pine	Adult	49.6982	28.2281	0	1	2	9.1	3
68.4326	168.573	Subalpine_Fir	Adult	49.6194	25.0374	0	1	0	11.7	3
170.679	80.4016	Lodgepole_Pine	Adult	49.603	28.2186	1	1	4	4.5	1
150.024	12.9395	Paper_Birch	Adult	49.5807	26.4293	1	1	2	10.2	1
126.343	198.877	Western_Redcedar	Adult	49.57	28.6962	0	0	0	20.5	4
117.029	63.4033	Trembling_Aspen	Adult	49.5215	24.5017	0	0	3	9.7	4
24.9451	121.228	Trembling_Aspen	Adult	49.3976	24.479	0	1	4	10	3
30.603	65.4236	Amabilis_Fir	Adult	49.375	28.723	0	1	0	6.4	3
130.353	1.96533	Amabilis_Fir	Adult	49.3567	28.7215	0	0	0	9.2	4
73.6694	82.605	Paper_Birch	Adult	49.3393	26.3929	1	0	4	2.1	2
78.2227	190.918	Western_Redcedar	Adult	49.2001	28.6658	1	0	0	7.2	2
165.485	143.365	Amabilis_Fir	Adult	49.0317	28.6951	1	0	0	4.3	2
72.406	131.665	Western_Redcedar	Adult	48.9996	28.649	1	0	3	5.7	2
57.5378	115.991	Western_Redcedar	Adult	48.9877	28.648	1	1	3	8.7	1
91.4368	166.034	Lodgepole_Pine	Adult	48.9731	28.1547	0	1	4	4.7	3
95.1111	145.312	Subalpine_Fir	Adult	48.9581	24.9201	0	1	0	3.5	3
145.99	193.219	Paper_Birch	Adult	48.9117	26.3275	1	0	5	0.3	2
160.547	169.476	Black_Cottonwood	Adult	48.8187	26.8154	1	0	4	8.6	2
95.9534	149.744	Western_Redcedar	Adult	48.7903	28.6313	0	1	2	22.7	3
159.192	105.145	Western_Redcedar	Adult	48.6996	28.6235	1	1	3	10.9	1
172.223	99.8901	Trembling_Aspen	Adult	48.6642	24.3423	0	1	2	1.3	3
162.646	91.8396	Trembling_Aspen	Adult	48.5281	24.3166	1	1	3	9.7	1
137.433	96.6553	Lodgepole_Pine	Adult	48.407	28.0952	1	1	3	3.4	1
112.17	91.272	Lodgepole_Pine	Adult	48.3426	28.0883	0	1	2	4.7	3
5.82275	133.191	Lodgepole_Pine	Adult	48.324	28.0864	1	1	5	13.2	1
24.3408	36.7615	Western_Redcedar	Adult	48.1793	28.5781	1	0	4	6	2
8.88062	193.494	Hybrid_Spruce	Adult	48.1726	21.1275	0	0	2	4.4	4
123.523	127.551	Lodgepole_Pine	Adult	48.0554	28.0574	0	0	0	2.8	4
173.346	118.073	Subalpine_Fir	Adult	47.9849	24.7423	0	1	0	0.7	3
193.225	162.28	Paper_Birch	Adult	47.923	26.1718	0	1	0	6.4	3
3.39966	162.634	Western_Redcedar	Adult	47.6489	28.5303	0	0	1	9.4	4
6.06079	43.5608	Western_Hemlock	Adult	47.644	28.5758	0	1	4	13.5	3
175.385	5.40161	Paper_Birch	Adult	47.6099	26.1211	0	1	3	4.4	3
190.466	12.6465	Subalpine_Fir	Adult	47.4664	24.6451	0	0	0	10.7	4
37.8235	98.4375	Subalpine_Fir	Adult	47.4323	24.6387	0	1	0	5.4	3
